sen,IDs
"Ik was bang, ik was altijd bang"", vertelde ze in 2011 in het NTR-radioprogramma Kunststof.",656
"Ik was bang, ik was altijd bang"", vertelde ze in 2011 in het NTR-radioprogramma Kunststof.",657
"Ik was bang, ik was altijd bang"", vertelde ze in 2011 in het NTR-radioprogramma Kunststof.",658
"Ik was bang, ik was altijd bang"", vertelde ze in 2011 in het NTR-radioprogramma Kunststof.",659
"Ik was bang, ik was altijd bang"", vertelde ze in 2011 in het NTR-radioprogramma Kunststof.",660
Het zou bedoeld zijn als straf voor politieke tegenstanders.,651
Het zou bedoeld zijn als straf voor politieke tegenstanders.,652
Het zou bedoeld zijn als straf voor politieke tegenstanders.,653
Het zou bedoeld zijn als straf voor politieke tegenstanders.,654
Het zou bedoeld zijn als straf voor politieke tegenstanders.,655
Het zou bedoeld zijn als straf voor politieke tegenstanders.,656
Het zou bedoeld zijn als straf voor politieke tegenstanders.,657
Het zou bedoeld zijn als straf voor politieke tegenstanders.,658
Het zou bedoeld zijn als straf voor politieke tegenstanders.,659
Het zou bedoeld zijn als straf voor politieke tegenstanders.,660
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",651
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",652
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",653
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",654
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",655
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",656
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",657
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",658
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",659
"Dan dicteren Trump, Poetin en China en dat is voor mij totaal onaanvaardbaar.",660
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",651
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",652
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",653
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",654
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",655
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",656
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",657
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",658
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",659
"Al bij het intakegesprek met nieuwe cliënten bekijkt Chahid of er een verhoogd risico is op vallen, zodat ze dat kan aanpakken.",660
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,651
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,652
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,653
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,654
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,655
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,656
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,657
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,658
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,659
Daarom moet je altijd heel transparant zijn waarom en hoe je beelden hebt ingekleurd.,660
Ze was al bekend bij politie en zorginstanties.,651
Ze was al bekend bij politie en zorginstanties.,652
Ze was al bekend bij politie en zorginstanties.,653
Ze was al bekend bij politie en zorginstanties.,654
Ze was al bekend bij politie en zorginstanties.,655
Ze was al bekend bij politie en zorginstanties.,656
Ze was al bekend bij politie en zorginstanties.,657
Ze was al bekend bij politie en zorginstanties.,658
Ze was al bekend bij politie en zorginstanties.,659
Ze was al bekend bij politie en zorginstanties.,660
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",651
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",652
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",653
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",654
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",655
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",656
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",657
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",658
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",659
"Ik dacht: dit is net zo goed een vluchtelingenkamp, ik wil weer terug.",660
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,651
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,652
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,653
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,654
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,655
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,656
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,657
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,658
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,659
Het is zorgwekkend omdat steeds meer bedrijven de randen van de wet opzoeken en zich niet houden aan zoiets als het minimumloon.,660
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",651
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",652
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",653
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",654
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",655
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",656
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",657
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",658
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",659
"Daarin komt de OVV tot de conclusie dat veel aanbevelingen zijn opgevolgd, maar dat het ontbreekt aan een integrale benadering van de vele problemen waar de provincie mee worstelt.",660
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",651
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",652
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",653
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",654
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",655
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",656
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",657
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",658
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",659
"Volgens de huisartsen zijn dit verkapte verpleeghuizen, die onder het gezag horen te staan van een specialist ouderengeneeskunde.",660
Dat kan echt niet.,651
Dat kan echt niet.,652
Dat kan echt niet.,653
Dat kan echt niet.,654
Dat kan echt niet.,655
Dat kan echt niet.,656
Dat kan echt niet.,657
Dat kan echt niet.,658
Dat kan echt niet.,659
Dat kan echt niet.,660
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",651
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",652
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",653
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",654
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",655
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",656
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",657
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",658
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",659
"Daardoor zijn de kerstdagen behoorlijk verziekt, kan ik wel zeggen.",660
Mijn geaardheid heeft er voor een deel mee te maken.,651
Mijn geaardheid heeft er voor een deel mee te maken.,652
Mijn geaardheid heeft er voor een deel mee te maken.,653
Mijn geaardheid heeft er voor een deel mee te maken.,654
Mijn geaardheid heeft er voor een deel mee te maken.,655
Mijn geaardheid heeft er voor een deel mee te maken.,656
Mijn geaardheid heeft er voor een deel mee te maken.,657
Mijn geaardheid heeft er voor een deel mee te maken.,658
Mijn geaardheid heeft er voor een deel mee te maken.,659
Mijn geaardheid heeft er voor een deel mee te maken.,660
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",651
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",652
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",653
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",654
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",655
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",656
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",657
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",658
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",659
"De leerlingen mochten na het vierde uur, om 12.30 uur, naar huis.",660
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",651
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",652
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",653
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",654
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",655
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",656
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",657
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",658
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",659
"Ik denk dat het heel erg van belang is dat de politie deze actie heeft uitgevoerd, omdat het heel moeilijk is om criminelen echt te ontmantelen en te ontmaskeren.",660
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",651
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",652
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",653
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",654
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",655
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",656
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",657
"Hij wijst hierbij op de afgelopen presidentsverkiezingen in het land, waarmee Erdogan opnieuw veel macht naar zich toetrok.",658
